SITEGRID_ID,STATION_ID,OBS_DATE,OBS_TIME,SAMPLE_DISTANCE,PROBE_DEPTH,SOIL_TEMP,TOTAL_IMPEDANCE,FIFE_DATA_CRTFCN_CODE,LAST_REVISION_DATE,source_file,cluster
2940-IPU,884,1987-08-09,1858,1545.0,3,,212.52,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1902,1595.0,3,,215.31,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1906,1645.0,3,,215.01,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1911,1695.0,3,,233.97,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1915,1730.0,3,,221.18,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1920,1730.0,3,,225.89,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1929,1830.0,3,,358.62,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1932,1930.0,3,,255.99,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1934,1980.0,3,,259.73,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1936,2030.0,3,,208.89,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1939,2072.0,3,,298.88,PRE,19-SEP-89,7221mult.sim,
2940-IPU,884,1987-08-09,1941,2114.0,3,,245.53,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2025,2164.0,3,,249.47,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2031,2114.0,3,,258.41,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2034,2064.0,3,,248.96,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2037,2014.0,3,,211.33,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2042,1964.0,3,,328.56,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2047,1914.0,3,,292.77,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2050,1864.0,3,,240.71,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2054,1814.0,3,,244.31,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2100,1764.0,3,,254.29,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2104,1714.0,3,,182.66,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2112,1664.0,3,,222.6,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2115,1614.0,3,,350.34,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2119,1564.0,3,,281.19,PRE,19-SEP-89,7221mult.sim,
3140-IPU,886,1987-08-09,2124,1514.0,3,,256.5,PRE,19-SEP-89,7221mult.sim,
4268-IPU,32,1987-08-09,1418,,5,20.6,356.17,PRE,08-DEC-88,7221mult.sim,0.0
4268-IPU,32,1987-08-09,1418,,10,21.9,337.85,PRE,08-DEC-88,7221mult.sim,1.0
4268-IPU,32,1987-08-09,1419,,10,21.8,390.82,PRE,08-DEC-88,7221mult.sim,1.0
4268-IPU,32,1987-08-09,1420,,5,20.8,999.99,PRE,08-DEC-88,7221mult.sim,2.0
4439-IPU,11,1987-08-09,1439,,10,22.3,236.42,PRE,08-DEC-88,7221mult.sim,1.0
4439-IPU,11,1987-08-09,1440,,5,21.8,229.86,PRE,08-DEC-88,7221mult.sim,0.0
4439-IPU,11,1987-08-09,1441,,10,22.2,275.19,PRE,08-DEC-88,7221mult.sim,1.0
4439-IPU,11,1987-08-09,1442,,5,21.2,337.32,PRE,08-DEC-88,7221mult.sim,0.0
4609-IPU,17,1987-08-09,1528,,10,22.5,310.36,PRE,08-DEC-88,7221mult.sim,1.0
4609-IPU,17,1987-08-09,1529,,10,22.0,400.99,PRE,08-DEC-88,7221mult.sim,1.0
4609-IPU,17,1987-08-09,1529,,5,22.1,348.77,PRE,08-DEC-88,7221mult.sim,0.0
4609-IPU,17,1987-08-09,1530,,5,21.7,358.27,PRE,08-DEC-88,7221mult.sim,0.0
8639-IPU,21,1987-08-09,1500,,10,23.7,288.07,PRE,08-DEC-88,7221mult.sim,1.0
8639-IPU,21,1987-08-09,1501,,10,22.8,345.39,PRE,08-DEC-88,7221mult.sim,1.0
8639-IPU,21,1987-08-09,1501,,5,22.2,612.19,PRE,08-DEC-88,7221mult.sim,0.0
8639-IPU,21,1987-08-09,1502,,5,22.0,541.75,PRE,08-DEC-88,7221mult.sim,0.0
2731-IPU,1,1987-08-10,1526,,10,22.4,231.09,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,1527,,5,22.5,286.57,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-10,1528,,10,22.0,234.4,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,1529,,5,21.8,262.88,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-10,2030,,10,26.3,235.36,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,2031,,10,26.6,244.83,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,2031,,5,30.2,292.14,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-10,2032,,5,29.8,271.86,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-10,2318,,5,29.8,297.47,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-10,2318,,10,27.7,238.23,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,2319,,10,27.4,249.91,PRE,08-DEC-88,7222mult.sim,1.0
2731-IPU,1,1987-08-10,2320,,5,29.2,275.52,PRE,08-DEC-88,7222mult.sim,0.0
4268-IPU,32,1987-08-10,1346,,10,21.8,335.93,PRE,08-DEC-88,7222mult.sim,1.0
4268-IPU,32,1987-08-10,1347,,10,21.7,387.49,PRE,08-DEC-88,7222mult.sim,1.0
4268-IPU,32,1987-08-10,1347,,5,21.1,356.39,PRE,08-DEC-88,7222mult.sim,0.0
4268-IPU,32,1987-08-10,1348,,5,21.3,999.99,PRE,08-DEC-88,7222mult.sim,2.0
4268-IPU,32,1987-08-10,1853,,10,27.0,321.63,PRE,08-DEC-88,7222mult.sim,1.0
4268-IPU,32,1987-08-10,1854,,5,31.1,329.78,PRE,08-DEC-88,7222mult.sim,0.0
4268-IPU,32,1987-08-10,1855,,5,28.5,999.99,PRE,08-DEC-88,7222mult.sim,2.0
4268-IPU,32,1987-08-10,1855,,10,25.9,370.53,PRE,08-DEC-88,7222mult.sim,1.0
4268-IPU,32,1987-08-10,2135,,10,30.4,313.07,PRE,08-DEC-88,7222mult.sim,1.0
4268-IPU,32,1987-08-10,2136,,5,33.6,326.51,PRE,08-DEC-88,7222mult.sim,0.0
4268-IPU,32,1987-08-10,2137,,5,33.0,999.99,PRE,08-DEC-88,7222mult.sim,2.0
4268-IPU,32,1987-08-10,2137,,10,30.4,357.6,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,1407,,5,20.9,225.17,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,1407,,10,21.3,228.29,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,1408,,10,21.2,276.88,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,1409,,5,20.5,305.05,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,1916,,10,24.5,227.12,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,1917,,5,26.1,227.63,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,1918,,5,29.9,299.04,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,1918,,10,24.2,273.89,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,2159,,5,27.7,223.77,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,2159,,10,26.6,229.24,PRE,08-DEC-88,7222mult.sim,1.0
4439-IPU,11,1987-08-10,2207,,5,30.5,296.55,PRE,08-DEC-88,7222mult.sim,0.0
4439-IPU,11,1987-08-10,2207,,10,27.1,267.46,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,1453,,10,22.4,293.01,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,1454,,5,22.5,327.32,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,1455,,10,21.4,402.96,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,1456,,5,21.1,358.5,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,2000,,5,31.5,353.28,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,2000,,10,28.6,300.99,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,2001,,10,27.9,375.08,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,2002,,5,29.8,339.54,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,2246,,10,30.5,302.47,PRE,08-DEC-88,7222mult.sim,1.0
4609-IPU,17,1987-08-10,2247,,5,31.9,352.09,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,2248,,5,29.8,338.2,PRE,08-DEC-88,7222mult.sim,0.0
4609-IPU,17,1987-08-10,2248,,10,29.8,371.71,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,1426,,10,23.6,286.88,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,1427,,5,22.8,609.98,PRE,08-DEC-88,7222mult.sim,0.0
8639-IPU,21,1987-08-10,1428,,10,22.6,344.89,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,1429,,5,22.1,546.3,PRE,08-DEC-88,7222mult.sim,0.0
8639-IPU,21,1987-08-10,1937,,5,36.6,541.23,PRE,08-DEC-88,7222mult.sim,0.0
8639-IPU,21,1987-08-10,1937,,10,28.8,271.48,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,1938,,10,28.6,322.85,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,1939,,5,32.2,481.04,PRE,08-DEC-88,7222mult.sim,0.0
8639-IPU,21,1987-08-10,2224,,10,31.8,265.75,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,2225,,10,31.9,314.29,PRE,08-DEC-88,7222mult.sim,1.0
8639-IPU,21,1987-08-10,2225,,5,37.7,536.81,PRE,08-DEC-88,7222mult.sim,0.0
8639-IPU,21,1987-08-10,2226,,5,34.8,514.65,PRE,08-DEC-88,7222mult.sim,0.0
2731-IPU,1,1987-08-11,1401,,10,22.7,242.85,PRE,08-DEC-88,7223mult.sim,1.0
2731-IPU,1,1987-08-11,1402,,10,22.0,244.95,PRE,08-DEC-88,7223mult.sim,1.0
2731-IPU,1,1987-08-11,1402,,5,21.7,313.84,PRE,08-DEC-88,7223mult.sim,0.0
2731-IPU,1,1987-08-11,1403,,5,21.5,282.21,PRE,08-DEC-88,7223mult.sim,0.0
4268-IPU,32,1987-08-11,1216,,5,21.6,359.01,PRE,08-DEC-88,7223mult.sim,0.0
4268-IPU,32,1987-08-11,1216,,10,22.9,330.54,PRE,08-DEC-88,7223mult.sim,1.0
4268-IPU,32,1987-08-11,1217,,10,23.0,379.19,PRE,08-DEC-88,7223mult.sim,1.0
4268-IPU,32,1987-08-11,1218,,5,21.6,999.99,PRE,08-DEC-88,7223mult.sim,2.0
4439-IPU,11,1987-08-11,1237,,10,22.1,221.6,PRE,08-DEC-88,7223mult.sim,1.0
4439-IPU,11,1987-08-11,1238,,5,21.3,227.25,PRE,08-DEC-88,7223mult.sim,0.0
4439-IPU,11,1987-08-11,1239,,10,21.9,279.93,PRE,08-DEC-88,7223mult.sim,1.0
4439-IPU,11,1987-08-11,1240,,5,20.7,320.1,PRE,08-DEC-88,7223mult.sim,0.0
4609-IPU,17,1987-08-11,1328,,5,22.1,307.64,PRE,08-DEC-88,7223mult.sim,0.0
4609-IPU,17,1987-08-11,1328,,10,22.8,283.88,PRE,08-DEC-88,7223mult.sim,1.0
4609-IPU,17,1987-08-11,1329,,10,21.1,364.41,PRE,08-DEC-88,7223mult.sim,1.0
4609-IPU,17,1987-08-11,1330,,5,21.8,384.18,PRE,08-DEC-88,7223mult.sim,0.0
8639-IPU,21,1987-08-11,1258,,5,22.4,626.07,PRE,08-DEC-88,7223mult.sim,0.0
8639-IPU,21,1987-08-11,1258,,10,24.8,284.82,PRE,08-DEC-88,7223mult.sim,1.0
8639-IPU,21,1987-08-11,1259,,10,23.8,342.5,PRE,08-DEC-88,7223mult.sim,1.0
8639-IPU,21,1987-08-11,1300,,5,22.6,552.45,PRE,08-DEC-88,7223mult.sim,0.0
2731-IPU,1,1987-08-13,1850,,10,23.9,194.4,PRE,08-DEC-88,7225mult.sim,1.0
2731-IPU,1,1987-08-13,1851,,5,25.5,179.01,PRE,08-DEC-88,7225mult.sim,0.0
2731-IPU,1,1987-08-13,1852,,5,25.5,172.34,PRE,08-DEC-88,7225mult.sim,0.0
2731-IPU,1,1987-08-13,1852,,10,24.2,204.5,PRE,08-DEC-88,7225mult.sim,1.0
4268-IPU,32,1987-08-13,1629,,5,24.3,245.66,PRE,08-DEC-88,7225mult.sim,0.0
4268-IPU,32,1987-08-13,1629,,10,23.4,206.32,PRE,08-DEC-88,7225mult.sim,1.0
4268-IPU,32,1987-08-13,1630,,10,23.1,183.2,PRE,08-DEC-88,7225mult.sim,1.0
4268-IPU,32,1987-08-13,1631,,5,24.2,999.99,PRE,08-DEC-88,7225mult.sim,2.0
4439-IPU,11,1987-08-13,1700,,5,23.6,228.63,PRE,08-DEC-88,7225mult.sim,0.0
4439-IPU,11,1987-08-13,1700,,10,23.1,247.74,PRE,08-DEC-88,7225mult.sim,1.0
4439-IPU,11,1987-08-13,1701,,10,23.0,227.22,PRE,08-DEC-88,7225mult.sim,1.0
4439-IPU,11,1987-08-13,1702,,5,24.2,156.75,PRE,08-DEC-88,7225mult.sim,0.0
4609-IPU,17,1987-08-13,1756,,10,24.3,317.89,PRE,08-DEC-88,7225mult.sim,1.0
4609-IPU,17,1987-08-13,1757,,5,25.4,340.59,PRE,08-DEC-88,7225mult.sim,0.0
4609-IPU,17,1987-08-13,1758,,10,24.3,317.02,PRE,08-DEC-88,7225mult.sim,1.0
4609-IPU,17,1987-08-13,1759,,5,24.9,276.76,PRE,08-DEC-88,7225mult.sim,0.0
8639-IPU,21,1987-08-13,1725,,10,24.6,309.51,PRE,08-DEC-88,7225mult.sim,1.0
8639-IPU,21,1987-08-13,1726,,5,25.8,216.6,PRE,08-DEC-88,7225mult.sim,0.0
8639-IPU,21,1987-08-13,1727,,5,25.2,357.17,PRE,08-DEC-88,7225mult.sim,0.0
8639-IPU,21,1987-08-13,1727,,10,24.5,203.87,PRE,08-DEC-88,7225mult.sim,1.0
2731-IPU,1,1987-08-14,1453,,10,23.5,210.58,PRE,08-DEC-88,7226mult.sim,1.0
2731-IPU,1,1987-08-14,1454,,10,23.4,219.41,PRE,08-DEC-88,7226mult.sim,1.0
2731-IPU,1,1987-08-14,1454,,5,23.8,195.56,PRE,08-DEC-88,7226mult.sim,0.0
2731-IPU,1,1987-08-14,1455,,5,23.8,187.52,PRE,08-DEC-88,7226mult.sim,0.0
2840-IPU,883,1987-08-14,1737,2015.0,3,,189.23,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1745,1965.0,3,,213.7,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1800,1915.0,3,,208.13,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1814,1865.0,3,,314.65,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1834,1765.0,3,,185.42,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1843,1715.0,3,,202.65,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1853,1665.0,3,,213.01,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1905,1615.0,3,,193.54,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1911,1580.0,3,,158.06,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1919,1552.0,3,,250.11,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1926,1517.0,3,,155.33,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1935,1467.0,3,,194.8,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1941,1417.0,3,,182.07,PRE,19-SEP-89,7226mult.sim,
2840-IPU,883,1987-08-14,1949,1367.0,3,,189.7,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2003,1345.0,3,,159.77,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2008,1395.0,3,,159.9,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2012,1445.0,3,,230.95,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2018,1495.0,3,,219.15,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2021,1545.0,3,,298.63,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2023,1595.0,3,,161.52,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2027,1645.0,3,,185.19,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2032,1695.0,3,,174.62,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2035,1730.0,3,,201.17,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2045,1780.0,3,,370.99,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2049,1830.0,3,,175.17,PRE,19-SEP-89,7226mult.sim,
2940-IPU,884,1987-08-14,2107,2114.0,3,,221.8,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2135,2164.0,3,,184.13,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2139,2114.0,3,,204.16,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2155,2064.0,3,,218.33,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2200,2014.0,3,,179.6,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2203,1964.0,3,,218.79,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2206,1914.0,3,,237.76,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2209,1864.0,3,,178.84,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2212,1814.0,3,,201.84,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2215,1764.0,3,,194.98,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2218,1714.0,3,,156.87,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2223,1664.0,3,,198.44,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2226,1614.0,3,,247.47,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2229,1564.0,3,,282.03,PRE,19-SEP-89,7226mult.sim,
3140-IPU,886,1987-08-14,2233,1514.0,3,,249.39,PRE,19-SEP-89,7226mult.sim,
4268-IPU,32,1987-08-14,1251,,10,23.7,209.52,PRE,08-DEC-88,7226mult.sim,1.0
4268-IPU,32,1987-08-14,1252,,5,23.3,242.03,PRE,08-DEC-88,7226mult.sim,0.0
4268-IPU,32,1987-08-14,1253,,10,23.5,189.8,PRE,08-DEC-88,7226mult.sim,1.0
4268-IPU,32,1987-08-14,1254,,5,23.2,999.99,PRE,08-DEC-88,7226mult.sim,2.0
4439-IPU,11,1987-08-14,1315,,10,23.1,258.8,PRE,08-DEC-88,7226mult.sim,1.0
4439-IPU,11,1987-08-14,1316,,5,22.9,230.7,PRE,08-DEC-88,7226mult.sim,0.0
4439-IPU,11,1987-08-14,1317,,10,22.9,235.41,PRE,08-DEC-88,7226mult.sim,1.0
4439-IPU,11,1987-08-14,1318,,5,22.8,172.69,PRE,08-DEC-88,7226mult.sim,0.0
4609-IPU,17,1987-08-14,1414,,10,23.7,999.99,PRE,08-DEC-88,7226mult.sim,2.0
4609-IPU,17,1987-08-14,1415,,5,23.7,368.1,PRE,08-DEC-88,7226mult.sim,0.0
4609-IPU,17,1987-08-14,1416,,5,23.6,299.58,PRE,08-DEC-88,7226mult.sim,0.0
4609-IPU,17,1987-08-14,1416,,10,23.5,350.53,PRE,08-DEC-88,7226mult.sim,1.0
8639-IPU,21,1987-08-14,1344,,10,24.1,343.89,PRE,08-DEC-88,7226mult.sim,1.0
8639-IPU,21,1987-08-14,1345,,5,23.8,218.01,PRE,08-DEC-88,7226mult.sim,0.0
8639-IPU,21,1987-08-14,1346,,5,23.7,350.99,PRE,08-DEC-88,7226mult.sim,0.0
8639-IPU,21,1987-08-14,1346,,10,23.8,204.95,PRE,08-DEC-88,7226mult.sim,1.0
2731-IPU,1,1987-08-15,1450,,10,24.2,189.27,PRE,08-DEC-88,7227mult.sim,1.0
2731-IPU,1,1987-08-15,1451,,5,24.0,188.81,PRE,08-DEC-88,7227mult.sim,0.0
2731-IPU,1,1987-08-15,1452,,10,24.2,195.09,PRE,08-DEC-88,7227mult.sim,1.0
2731-IPU,1,1987-08-15,1453,,5,24.0,186.28,PRE,08-DEC-88,7227mult.sim,0.0
2840-IPU,883,1987-08-15,1735,2015.0,3,,228.48,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1741,1965.0,3,,341.6,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1743,1915.0,3,,516.57,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1748,1865.0,3,,247.23,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1751,1815.0,3,,244.74,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1753,1765.0,3,,208.43,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1757,1715.0,3,,218.97,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1805,1615.0,3,,233.93,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1808,1580.0,3,,240.66,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1810,1552.0,3,,225.48,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1813,1517.0,3,,180.8,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1816,1467.0,3,,211.0,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1818,1417.0,3,,174.68,PRE,19-SEP-89,7227mult.sim,
2840-IPU,883,1987-08-15,1821,1367.0,3,,219.22,PRE,19-SEP-89,7227mult.sim,
4268-IPU,32,1987-08-15,1305,,10,24.5,207.68,PRE,08-DEC-88,7227mult.sim,1.0
4268-IPU,32,1987-08-15,1306,,5,23.7,240.26,PRE,08-DEC-88,7227mult.sim,0.0
4268-IPU,32,1987-08-15,1307,,10,24.4,194.86,PRE,08-DEC-88,7227mult.sim,1.0
4268-IPU,32,1987-08-15,1308,,5,23.9,999.99,PRE,08-DEC-88,7227mult.sim,2.0
4439-IPU,11,1987-08-15,1330,,5,23.6,224.8,PRE,08-DEC-88,7227mult.sim,0.0
4439-IPU,11,1987-08-15,1330,,10,23.9,251.93,PRE,08-DEC-88,7227mult.sim,1.0
4439-IPU,11,1987-08-15,1332,,10,23.9,237.84,PRE,08-DEC-88,7227mult.sim,1.0
4439-IPU,11,1987-08-15,1333,,5,23.3,189.81,PRE,08-DEC-88,7227mult.sim,0.0
4609-IPU,17,1987-08-15,1415,,10,24.4,302.44,PRE,08-DEC-88,7227mult.sim,1.0
4609-IPU,17,1987-08-15,1416,,10,24.1,325.05,PRE,08-DEC-88,7227mult.sim,1.0
4609-IPU,17,1987-08-15,1416,,5,24.3,321.5,PRE,08-DEC-88,7227mult.sim,0.0
4609-IPU,17,1987-08-15,1417,,5,23.8,287.31,PRE,08-DEC-88,7227mult.sim,0.0
8639-IPU,21,1987-08-15,1351,,5,24.0,220.44,PRE,08-DEC-88,7227mult.sim,0.0
8639-IPU,21,1987-08-15,1351,,10,24.7,310.31,PRE,08-DEC-88,7227mult.sim,1.0
8639-IPU,21,1987-08-15,1352,,10,24.5,206.81,PRE,08-DEC-88,7227mult.sim,1.0
8639-IPU,21,1987-08-15,1353,,5,23.8,334.51,PRE,08-DEC-88,7227mult.sim,0.0
2840-IPU,883,1987-08-21,1515,2015.0,3,,359.52,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1527,1965.0,3,,492.27,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1536,1915.0,3,,386.84,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1548,1865.0,3,,338.87,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1557,1815.0,3,,794.36,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1602,1765.0,3,,425.8,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1608,1715.0,3,,272.35,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1621,1665.0,3,,527.36,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1630,1615.0,3,,469.98,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1638,1580.0,3,,201.39,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1644,1552.0,3,,318.5,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1651,1517.0,3,,257.82,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1657,1467.0,3,,311.26,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1702,1417.0,3,,322.15,PRE,19-SEP-89,7233mult.sim,
2840-IPU,883,1987-08-21,1708,1367.0,3,,292.31,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1728,1345.0,3,,341.65,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1732,1395.0,3,,268.94,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1735,1445.0,3,,306.47,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1738,1495.0,3,,342.4,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1741,1545.0,3,,282.43,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1744,1595.0,3,,312.7,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1746,1645.0,3,,166.38,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1749,1695.0,3,,265.92,PRE,19-SEP-89,7233mult.sim,
2940-IPU,884,1987-08-21,1751,1730.0,3,,328.04,PRE,19-SEP-89,7233mult.sim,
