"SITEGRID_ID","STATION_ID","OBS_DATE","OBS_TIME","SAMPLE_DISTANCE","PROBE_DEPTH","SOIL_TEMP","TOTAL_IMPEDANCE","FIFE_DATA_CRTFCN_CODE","LAST_REVISION_DATE","source_file"
"'8639-IPU'","21","05-AUG-87","2120","","5","37.5","536.26","'PRE    '","08-DEC-88","7217mult.sim"
"'8639-IPU'","21","05-AUG-87","2120","","10","30.2","278.35","'PRE    '","08-DEC-88","7217mult.sim"
"'8639-IPU'","21","05-AUG-87","2121","","10","29.7","321.61","'PRE    '","08-DEC-88","7217mult.sim"
"'8639-IPU'","21","05-AUG-87","2122","","5","32.8","473.58","'PRE    '","08-DEC-88","7217mult.sim"
"'2731-IPU'","1","06-AUG-87","1847","","10","23.4","221.67","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","1848","","10","23.4","229.34","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","1848","","5","24.7","251.89","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","1849","","5","24.8","231.42","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","2120","","10","25.7","212.24","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","2121","","5","28.2","247.8","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","2122","","5","28.8","233.47","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","06-AUG-87","2122","","10","26.8","225.45","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1331","","10","23.5","369.28","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1332","","5","21.9","404.68","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1333","","5","22.3","999.99","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1333","","10","23.7","403.44","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1935","","10","26.4","357.98","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1936","","5","30.3","372.43","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1937","","5","28.5","999.99","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","1937","","10","25.9","391.52","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","2213","","10","29.7","343.91","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","2214","","5","33.2","360.26","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","2215","","5","32.0","999.99","'PRE    '","08-DEC-88","7218mult.sim"
"'4268-IPU'","32","06-AUG-87","2215","","10","29.9","374.37","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1354","","5","22.1","241.04","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1354","","10","22.7","241.85","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1356","","5","21.7","332.42","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1356","","10","22.8","274.63","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1956","","10","24.2","237.74","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1957","","5","25.4","246.65","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1959","","5","28.3","301.86","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","1959","","10","24.1","268.78","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","2241","","10","26.1","238.16","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","2242","","5","27.2","248.73","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","2243","","10","26.1","265.29","'PRE    '","08-DEC-88","7218mult.sim"
"'4439-IPU'","11","06-AUG-87","2244","","5","29.3","303.07","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","1439","","10","23.7","330.81","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","1440","","5","22.7","374.9","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","1441","","10","23.1","375.07","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","1442","","5","22.6","366.53","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2042","","5","30.6","420.87","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2043","","10","27.7","345.2","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2044","","10","27.9","378.3","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2045","","5","29.4","343.32","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2336","","10","30.0","360.45","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2337","","5","31.9","440.36","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2338","","10","29.9","371.3","'PRE    '","08-DEC-88","7218mult.sim"
"'4609-IPU'","17","06-AUG-87","2339","","5","31.4","337.6","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","1415","","5","22.0","614.31","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","1415","","10","24.3","298.05","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","1417","","5","22.4","525.48","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","1417","","10","23.5","346.64","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2017","","10","28.5","280.36","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2018","","5","34.8","535.95","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2019","","5","30.7","501.58","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2019","","10","27.7","326.25","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2308","","10","31.2","275.47","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2309","","5","36.1","531.82","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2310","","10","30.9","315.77","'PRE    '","08-DEC-88","7218mult.sim"
"'8639-IPU'","21","06-AUG-87","2311","","5","33.2","465.38","'PRE    '","08-DEC-88","7218mult.sim"
"'2731-IPU'","1","07-AUG-87","11","","5","28.2","254.76","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","11","","10","26.9","216.71","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","12","","10","27.4","233.21","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","13","","5","28.5","239.25","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","1626","","10","24.0","214.25","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","1627","","5","24.0","239.9","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","1628","","10","23.5","222.05","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","07-AUG-87","1629","","5","23.6","221.13","'PRE    '","08-DEC-88","7219mult.sim"
"'4268-IPU'","32","07-AUG-87","1442","","5","22.5","383.49","'PRE    '","08-DEC-88","7219mult.sim"
"'4268-IPU'","32","07-AUG-87","1442","","10","23.4","354.65","'PRE    '","08-DEC-88","7219mult.sim"
"'4268-IPU'","32","07-AUG-87","1443","","10","23.3","397.6","'PRE    '","08-DEC-88","7219mult.sim"
"'4268-IPU'","32","07-AUG-87","1444","","5","22.6","999.99","'PRE    '","08-DEC-88","7219mult.sim"
"'4439-IPU'","11","07-AUG-87","1504","","5","22.7","250.16","'PRE    '","08-DEC-88","7219mult.sim"
"'4439-IPU'","11","07-AUG-87","1504","","10","23.0","250.16","'PRE    '","08-DEC-88","7219mult.sim"
"'4439-IPU'","11","07-AUG-87","1506","","10","22.9","275.23","'PRE    '","08-DEC-88","7219mult.sim"
"'4439-IPU'","11","07-AUG-87","1507","","5","22.6","329.79","'PRE    '","08-DEC-88","7219mult.sim"
"'4609-IPU'","17","07-AUG-87","1550","","10","23.9","334.17","'PRE    '","08-DEC-88","7219mult.sim"
"'4609-IPU'","17","07-AUG-87","1551","","5","23.8","379.0","'PRE    '","08-DEC-88","7219mult.sim"
"'4609-IPU'","17","07-AUG-87","1552","","5","23.5","356.55","'PRE    '","08-DEC-88","7219mult.sim"
"'4609-IPU'","17","07-AUG-87","1552","","10","23.6","390.5","'PRE    '","08-DEC-88","7219mult.sim"
"'8639-IPU'","21","07-AUG-87","1525","","5","24.1","595.34","'PRE    '","08-DEC-88","7219mult.sim"
"'8639-IPU'","21","07-AUG-87","1525","","10","25.0","292.73","'PRE    '","08-DEC-88","7219mult.sim"
"'8639-IPU'","21","07-AUG-87","1526","","10","24.2","341.08","'PRE    '","08-DEC-88","7219mult.sim"
"'8639-IPU'","21","07-AUG-87","1527","","5","23.7","525.21","'PRE    '","08-DEC-88","7219mult.sim"
"'2731-IPU'","1","08-AUG-87","1552","","5","24.2","265.22","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1552","","10","24.7","225.81","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1553","","5","24.1","245.96","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1553","","10","24.4","234.15","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1949","","5","26.1","261.53","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1949","","10","25.4","221.62","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1950","","5","25.9","244.65","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","08-AUG-87","1950","","10","25.4","233.62","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1411","","10","24.8","338.72","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1412","","5","24.1","351.51","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1413","","5","24.2","999.99","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1413","","10","24.6","388.79","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1808","","10","24.4","333.94","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1809","","5","24.5","343.73","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1810","","5","24.3","999.99","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","1810","","10","24.3","385.98","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","2058","","10","26.2","328.65","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","2059","","5","27.1","334.93","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","2100","","10","26.0","378.3","'PRE    '","08-DEC-88","7220mult.sim"
"'4268-IPU'","32","08-AUG-87","2102","","5","26.7","999.99","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1434","","10","24.3","247.54","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1435","","5","24.0","250.35","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1436","","10","24.1","275.39","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1437","","5","23.7","301.36","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1829","","10","24.2","244.39","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1830","","5","24.3","246.62","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1831","","10","23.9","274.17","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","1832","","5","24.7","293.52","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","2122","","5","25.7","247.74","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","2122","","10","25.3","244.45","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","2123","","10","25.2","271.5","'PRE    '","08-DEC-88","7220mult.sim"
"'4439-IPU'","11","08-AUG-87","2124","","5","26.4","339.28","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1519","","10","25.5","334.17","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1520","","5","25.1","383.34","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1521","","5","24.3","356.62","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1521","","10","24.6","398.83","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1912","","10","25.9","326.4","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1913","","5","26.5","383.03","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1914","","10","25.3","391.85","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","1915","","5","26.0","348.65","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","2214","","10","27.2","328.49","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","2215","","5","28.0","385.87","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","2216","","5","27.0","345.69","'PRE    '","08-DEC-88","7220mult.sim"
"'4609-IPU'","17","08-AUG-87","2216","","10","26.5","386.63","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1454","","10","26.3","289.36","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1455","","5","25.1","599.57","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1456","","5","25.0","532.43","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1456","","10","25.6","338.79","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1849","","10","26.4","283.97","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1850","","10","25.9","334.59","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1850","","10","27.9","578.8","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","1851","","5","26.7","517.33","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","2140","","10","27.6","279.75","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","2141","","5","29.5","567.68","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","2142","","5","28.4","506.17","'PRE    '","08-DEC-88","7220mult.sim"
"'8639-IPU'","21","08-AUG-87","2142","","10","27.2","330.26","'PRE    '","08-DEC-88","7220mult.sim"
"'2731-IPU'","1","09-AUG-87","1632","","10","22.9","227.99","'PRE    '","08-DEC-88","7221mult.sim"
"'2731-IPU'","1","09-AUG-87","1633","","5","22.6","270.52","'PRE    '","08-DEC-88","7221mult.sim"
"'2731-IPU'","1","09-AUG-87","1634","","10","22.6","229.7","'PRE    '","08-DEC-88","7221mult.sim"
"'2731-IPU'","1","09-AUG-87","1635","","5","22.3","249.46","'PRE    '","08-DEC-88","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1720","2015","3","","295.32","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1726","1965","3","","299.96","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1730","1915","3","","235.5","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1735","1865","3","","244.49","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1741","1815","3","","327.4","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1744","1765","3","","223.04","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1748","1715","3","","209.57","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1752","1665","3","","240.22","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1757","1615","3","","251.54","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1801","1580","3","","197.35","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1804","1552","3","","250.27","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1808","1517","3","","216.42","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1812","1467","3","","222.74","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1816","1417","3","","201.9","'PRE    '","19-SEP-89","7221mult.sim"
"'2840-IPU'","883","09-AUG-87","1820","1367","3","","218.05","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1840","1345","3","","250.88","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1845","1395","3","","225.67","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1849","1445","3","","243.3","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1854","1495","3","","245.59","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1858","1545","3","","212.52","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1902","1595","3","","215.31","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1906","1645","3","","215.01","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1911","1695","3","","233.97","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1915","1730","3","","221.18","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1920","1730","3","","225.89","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1929","1830","3","","358.62","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1932","1930","3","","255.99","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1934","1980","3","","259.73","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1936","2030","3","","208.89","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1939","2072","3","","298.88","'PRE    '","19-SEP-89","7221mult.sim"
"'2940-IPU'","884","09-AUG-87","1941","2114","3","","245.53","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2025","2164","3","","249.47","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2031","2114","3","","258.41","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2034","2064","3","","248.96","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2037","2014","3","","211.33","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2042","1964","3","","328.56","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2047","1914","3","","292.77","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2050","1864","3","","240.71","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2054","1814","3","","244.31","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2100","1764","3","","254.29","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2104","1714","3","","182.66","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2112","1664","3","","222.6","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2115","1614","3","","350.34","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2119","1564","3","","281.19","'PRE    '","19-SEP-89","7221mult.sim"
"'3140-IPU'","886","09-AUG-87","2124","1514","3","","256.5","'PRE    '","19-SEP-89","7221mult.sim"
"'4268-IPU'","32","09-AUG-87","1418","","5","20.6","356.17","'PRE    '","08-DEC-88","7221mult.sim"
"'4268-IPU'","32","09-AUG-87","1418","","10","21.9","337.85","'PRE    '","08-DEC-88","7221mult.sim"
"'4268-IPU'","32","09-AUG-87","1419","","10","21.8","390.82","'PRE    '","08-DEC-88","7221mult.sim"
"'4268-IPU'","32","09-AUG-87","1420","","5","20.8","999.99","'PRE    '","08-DEC-88","7221mult.sim"
"'4439-IPU'","11","09-AUG-87","1439","","10","22.3","236.42","'PRE    '","08-DEC-88","7221mult.sim"
"'4439-IPU'","11","09-AUG-87","1440","","5","21.8","229.86","'PRE    '","08-DEC-88","7221mult.sim"
"'4439-IPU'","11","09-AUG-87","1441","","10","22.2","275.19","'PRE    '","08-DEC-88","7221mult.sim"
"'4439-IPU'","11","09-AUG-87","1442","","5","21.2","337.32","'PRE    '","08-DEC-88","7221mult.sim"
"'4609-IPU'","17","09-AUG-87","1528","","10","22.5","310.36","'PRE    '","08-DEC-88","7221mult.sim"
"'4609-IPU'","17","09-AUG-87","1529","","10","22.0","400.99","'PRE    '","08-DEC-88","7221mult.sim"
"'4609-IPU'","17","09-AUG-87","1529","","5","22.1","348.77","'PRE    '","08-DEC-88","7221mult.sim"
"'4609-IPU'","17","09-AUG-87","1530","","5","21.7","358.27","'PRE    '","08-DEC-88","7221mult.sim"
"'8639-IPU'","21","09-AUG-87","1500","","10","23.7","288.07","'PRE    '","08-DEC-88","7221mult.sim"
"'8639-IPU'","21","09-AUG-87","1501","","10","22.8","345.39","'PRE    '","08-DEC-88","7221mult.sim"
"'8639-IPU'","21","09-AUG-87","1501","","5","22.2","612.19","'PRE    '","08-DEC-88","7221mult.sim"
"'8639-IPU'","21","09-AUG-87","1502","","5","22.0","541.75","'PRE    '","08-DEC-88","7221mult.sim"
"'2731-IPU'","1","10-AUG-87","1526","","10","22.4","231.09","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","1527","","5","22.5","286.57","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","1528","","10","22.0","234.4","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","1529","","5","21.8","262.88","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2030","","10","26.3","235.36","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2031","","10","26.6","244.83","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2031","","5","30.2","292.14","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2032","","5","29.8","271.86","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2318","","5","29.8","297.47","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2318","","10","27.7","238.23","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2319","","10","27.4","249.91","'PRE    '","08-DEC-88","7222mult.sim"
"'2731-IPU'","1","10-AUG-87","2320","","5","29.2","275.52","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1346","","10","21.8","335.93","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1347","","10","21.7","387.49","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1347","","5","21.1","356.39","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1348","","5","21.3","999.99","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1853","","10","27.0","321.63","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1854","","5","31.1","329.78","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1855","","5","28.5","999.99","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","1855","","10","25.9","370.53","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","2135","","10","30.4","313.07","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","2136","","5","33.6","326.51","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","2137","","5","33.0","999.99","'PRE    '","08-DEC-88","7222mult.sim"
"'4268-IPU'","32","10-AUG-87","2137","","10","30.4","357.6","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1407","","5","20.9","225.17","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1407","","10","21.3","228.29","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1408","","10","21.2","276.88","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1409","","5","20.5","305.05","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1916","","10","24.5","227.12","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1917","","5","26.1","227.63","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1918","","5","29.9","299.04","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","1918","","10","24.2","273.89","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","2159","","5","27.7","223.77","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","2159","","10","26.6","229.24","'PRE    '","08-DEC-88","7222mult.sim"
"'4439-IPU'","11","10-AUG-87","2207","","5","30.5","296.55","'PRE    '","08-DEC-88","7222mult.sim"
